coverage	health_status
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Fair
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
No	Poor
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
